"Notes","County","County Code","Year","Year Code",Deaths,Population,Crude Rate
,"Charleston County, SC","45019","2022","2022",156,419279,37.206728694
,"Charleston County, SC","45019","2023 ","2023",181,424367,42.651761329
,"Cherokee County, SC","45021","2018","2018",Suppressed,57078,Suppressed
,"Cherokee County, SC","45021","2019","2019",Suppressed,57300,Suppressed
,"Cherokee County, SC","45021","2020","2020",10,57316,Unreliable
,"Cherokee County, SC","45021","2021","2021",11,56052,Unreliable
,"Cherokee County, SC","45021","2022","2022",21,56121,37.419147913
,"Cherokee County, SC","45021","2023 ","2023",25,56714,44.080826604
,"Chester County, SC","45023","2018","2018",Suppressed,32251,Suppressed
,"Chester County, SC","45023","2019","2019",Suppressed,32244,Suppressed
,"Chester County, SC","45023","2020","2020",14,32232,Unreliable
,"Chester County, SC","45023","2021","2021",Suppressed,32209,Suppressed
,"Chester County, SC","45023","2022","2022",13,31931,Unreliable
,"Chester County, SC","45023","2023 ","2023",18,32226,Unreliable
,"Chesterfield County, SC","45025","2018","2018",Suppressed,45754,Suppressed
,"Chesterfield County, SC","45025","2019","2019",Suppressed,45650,Suppressed
,"Chesterfield County, SC","45025","2020","2020",Suppressed,45606,Suppressed
,"Chesterfield County, SC","45025","2021","2021",17,43268,Unreliable
,"Chesterfield County, SC","45025","2022","2022",17,43683,Unreliable
,"Chesterfield County, SC","45025","2023 ","2023",26,44031,59.049306171
,"Clarendon County, SC","45027","2018","2018",Suppressed,33700,Suppressed
,"Clarendon County, SC","45027","2019","2019",Suppressed,33745,Suppressed
,"Clarendon County, SC","45027","2020","2020",Suppressed,33415,Suppressed
,"Clarendon County, SC","45027","2021","2021",13,31024,Unreliable
,"Clarendon County, SC","45027","2022","2022",10,30913,Unreliable
,"Clarendon County, SC","45027","2023 ","2023",Suppressed,31004,Suppressed
,"Colleton County, SC","45029","2018","2018",Suppressed,37660,Suppressed
,"Colleton County, SC","45029","2019","2019",Suppressed,37677,Suppressed
,"Colleton County, SC","45029","2020","2020",10,37481,Unreliable
,"Colleton County, SC","45029","2021","2021",18,38462,Unreliable
,"Colleton County, SC","45029","2022","2022",12,38599,Unreliable
,"Colleton County, SC","45029","2023 ","2023",26,38874,66.882749395
,"Darlington County, SC","45031","2018","2018",11,66802,Unreliable
,"Darlington County, SC","45031","2019","2019",10,66618,Unreliable
,"Darlington County, SC","45031","2020","2020",11,66509,Unreliable
,"Darlington County, SC","45031","2021","2021",19,62755,Unreliable
,"Darlington County, SC","45031","2022","2022",27,62398,43.270617648
,"Darlington County, SC","45031","2023 ","2023",24,62416,38.451679057
,"Dillon County, SC","45033","2018","2018",Suppressed,30599,Suppressed
,"Dillon County, SC","45033","2019","2019",Suppressed,30479,Suppressed
,"Dillon County, SC","45033","2020","2020",18,30367,Unreliable
,"Dillon County, SC","45033","2021","2021",16,28087,Unreliable
,"Dillon County, SC","45033","2022","2022",25,27738,90.129064821
,"Dillon County, SC","45033","2023 ","2023",19,27698,Unreliable
,"Dorchester County, SC","45035","2018","2018",37,160647,23.031864896
,"Dorchester County, SC","45035","2019","2019",27,162809,16.583849787
,"Dorchester County, SC","45035","2020","2020",53,165737,31.978375378
,"Dorchester County, SC","45035","2021","2021",47,163327,28.776626032
,"Dorchester County, SC","45035","2022","2022",50,166133,30.096368572
,"Dorchester County, SC","45035","2023 ","2023",58,169833,34.151195586
,"Edgefield County, SC","45037","2018","2018",0,27052,Unreliable
,"Edgefield County, SC","45037","2019","2019",0,27260,Unreliable
,"Edgefield County, SC","45037","2020","2020",Suppressed,27120,Suppressed
,"Edgefield County, SC","45037","2021","2021",12,26153,Unreliable
,"Edgefield County, SC","45037","2022","2022",15,26932,Unreliable
,"Edgefield County, SC","45037","2023 ","2023",12,27607,Unreliable
,"Fairfield County, SC","45039","2018","2018",Suppressed,22402,Suppressed
,"Fairfield County, SC","45039","2019","2019",Suppressed,22347,Suppressed
,"Fairfield County, SC","45039","2020","2020",Suppressed,22059,Suppressed
,"Fairfield County, SC","45039","2021","2021",11,20690,Unreliable
,"Fairfield County, SC","45039","2022","2022",Suppressed,20455,Suppressed
,"Fairfield County, SC","45039","2023 ","2023",12,20422,Unreliable
,"Florence County, SC","45041","2018","2018",31,138159,22.437915735
,"Florence County, SC","45041","2019","2019",27,138293,19.523764760
,"Florence County, SC","45041","2020","2020",44,137588,31.979533099
,"Florence County, SC","45041","2021","2021",57,136504,41.757018109
,"Florence County, SC","45041","2022","2022",70,136721,51.199157408
,"Florence County, SC","45041","2023 ","2023",61,137214,44.456105062
,"Georgetown County, SC","45043","2018","2018",24,62249,38.554836222
,"Georgetown County, SC","45043","2019","2019",17,62680,Unreliable
,"Georgetown County, SC","45043","2020","2020",33,63353,52.089088125
,"Georgetown County, SC","45043","2021","2021",39,63921,61.012812691
,"Georgetown County, SC","45043","2022","2022",40,64722,61.802787306
,"Georgetown County, SC","45043","2023 ","2023",43,65731,65.418143646
,"Greenville County, SC","45045","2018","2018",144,514213,28.003959449
,"Greenville County, SC","45045","2019","2019",124,523542,23.684823758
,"Greenville County, SC","45045","2020","2020",175,532486,32.864713814
,"Greenville County, SC","45045","2021","2021",271,533834,50.764844502
,"Greenville County, SC","45045","2022","2022",282,547950,51.464549685
,"Greenville County, SC","45045","2023 ","2023",240,558036,43.007977980
,"Greenwood County, SC","45047","2018","2018",25,70741,35.340184617
,"Greenwood County, SC","45047","2019","2019",11,70811,Unreliable
,"Greenwood County, SC","45047","2020","2020",29,71074,40.802543828
,"Greenwood County, SC","45047","2021","2021",45,69241,64.990395864
,"Greenwood County, SC","45047","2022","2022",32,69267,46.198045245
,"Greenwood County, SC","45047","2023 ","2023",25,69460,35.991937806
,"Hampton County, SC","45049","2018","2018",Suppressed,19351,Suppressed
,"Hampton County, SC","45049","2019","2019",Suppressed,19222,Suppressed
,"Hampton County, SC","45049","2020","2020",Suppressed,18053,Suppressed
,"Hampton County, SC","45049","2021","2021",Suppressed,18180,Suppressed
,"Hampton County, SC","45049","2022","2022",Suppressed,18113,Suppressed
,"Hampton County, SC","45049","2023 ","2023",Suppressed,18122,Suppressed
,"Horry County, SC","45051","2018","2018",103,344147,29.929071007
,"Horry County, SC","45051","2019","2019",129,354081,36.432341752
,"Horry County, SC","45051","2020","2020",187,365449,51.169930688
,"Horry County, SC","45051","2021","2021",233,365579,63.734514291
,"Horry County, SC","45051","2022","2022",205,383101,53.510693003
,"Horry County, SC","45051","2023 ","2023",222,397478,55.852147792
,"Jasper County, SC","45053","2018","2018",Suppressed,28971,Suppressed
,"Jasper County, SC","45053","2019","2019",Suppressed,30073,Suppressed
,"Jasper County, SC","45053","2020","2020",17,31588,Unreliable
,"Jasper County, SC","45053","2021","2021",10,30324,Unreliable
,"Jasper County, SC","45053","2022","2022",22,32039,68.666312931
,"Jasper County, SC","45053","2023 ","2023",23,33544,68.566658717
,"Kershaw County, SC","45055","2018","2018",14,65592,Unreliable
,"Kershaw County, SC","45055","2019","2019",12,66551,Unreliable
,"Kershaw County, SC","45055","2020","2020",28,67472,41.498695755
,"Kershaw County, SC","45055","2021","2021",35,66130,52.926054741
,"Kershaw County, SC","45055","2022","2022",30,67751,44.279789228
,"Kershaw County, SC","45055","2023 ","2023",20,69905,28.610256777
,"Lancaster County, SC","45057","2018","2018",18,95380,Unreliable
,"Lancaster County, SC","45057","2019","2019",38,98012,38.770762764
,"Lancaster County, SC","45057","2020","2020",56,100926,55.486197808
,"Lancaster County, SC","45057","2021","2021",56,100336,55.812470101
,"Lancaster County, SC","45057","2022","2022",56,104577,53.549059545
,"Lancaster County, SC","45057","2023 ","2023",65,108215,60.065610128
,"Laurens County, SC","45059","2018","2018",20,66994,29.853419709
,"Laurens County, SC","45059","2019","2019",14,67493,Unreliable
,"Laurens County, SC","45059","2020","2020",38,67883,55.978669181
,"Laurens County, SC","45059","2021","2021",28,67803,41.296107842
,"Laurens County, SC","45059","2022","2022",31,67965,45.611711910
,"Laurens County, SC","45059","2023 ","2023",30,68873,43.558433639
,"Lee County, SC","45061","2018","2018",Suppressed,17142,Suppressed
,"Lee County, SC","45061","2019","2019",Suppressed,16828,Suppressed
,"Lee County, SC","45061","2020","2020",Suppressed,16701,Suppressed
,"Lee County, SC","45061","2021","2021",Suppressed,16280,Suppressed
,"Lee County, SC","45061","2022","2022",Suppressed,16153,Suppressed
,"Lee County, SC","45061","2023 ","2023",Suppressed,15967,Suppressed
,"Lexington County, SC","45063","2018","2018",57,295032,19.319938176
,"Lexington County, SC","45063","2019","2019",59,298750,19.748953975
,"Lexington County, SC","45063","2020","2020",94,303946,30.926546163
,"Lexington County, SC","45063","2021","2021",102,300137,33.984480421
,"Lexington County, SC","45063","2022","2022",117,304797,38.386204589
,"Lexington County, SC","45063","2023 ","2023",103,309528,33.276472565
,"McCormick County, SC","45065","2018","2018",Suppressed,9410,Suppressed
,"McCormick County, SC","45065","2019","2019",Suppressed,9463,Suppressed
,"McCormick County, SC","45065","2020","2020",Suppressed,9430,Suppressed
,"McCormick County, SC","45065","2021","2021",Suppressed,9760,Suppressed
,"McCormick County, SC","45065","2022","2022",Suppressed,9764,Suppressed
,"McCormick County, SC","45065","2023 ","2023",0,9941,Unreliable
,"Marion County, SC","45067","2018","2018",Suppressed,31039,Suppressed
,"Marion County, SC","45067","2019","2019",Suppressed,30657,Suppressed
,"Marion County, SC","45067","2020","2020",Suppressed,30158,Suppressed
,"Marion County, SC","45067","2021","2021",Suppressed,28784,Suppressed
,"Marion County, SC","45067","2022","2022",12,28450,Unreliable
,"Marion County, SC","45067","2023 ","2023",Suppressed,28508,Suppressed
,"Marlboro County, SC","45069","2018","2018",Suppressed,26398,Suppressed
,"Marlboro County, SC","45069","2019","2019",Suppressed,26118,Suppressed
,"Marlboro County, SC","45069","2020","2020",Suppressed,25581,Suppressed
,"Marlboro County, SC","45069","2021","2021",Suppressed,26382,Suppressed
,"Marlboro County, SC","45069","2022","2022",Suppressed,26039,Suppressed
,"Marlboro County, SC","45069","2023 ","2023",14,25704,Unreliable
,"Newberry County, SC","45071","2018","2018",Suppressed,38520,Suppressed
,"Newberry County, SC","45071","2019","2019",Suppressed,38440,Suppressed
,"Newberry County, SC","45071","2020","2020",12,38445,Unreliable
,"Newberry County, SC","45071","2021","2021",14,37996,Unreliable
,"Newberry County, SC","45071","2022","2022",15,38247,Unreliable
,"Newberry County, SC","45071","2023 ","2023",19,38825,Unreliable
,"Oconee County, SC","45073","2018","2018",20,78374,25.518666905
,"Oconee County, SC","45073","2019","2019",27,79546,33.942624393
,"Oconee County, SC","45073","2020","2020",11,80015,Unreliable
,"Oconee County, SC","45073","2021","2021",31,79203,39.139931568
,"Oconee County, SC","45073","2022","2022",37,80180,46.146171115
,"Oconee County, SC","45073","2023 ","2023",36,81221,44.323512392
,"Orangeburg County, SC","45075","2018","2018",16,86934,Unreliable
,"Orangeburg County, SC","45075","2019","2019",18,86175,Unreliable
,"Orangeburg County, SC","45075","2020","2020",24,85343,28.121814326
,"Orangeburg County, SC","45075","2021","2021",39,82962,47.009474217
,"Orangeburg County, SC","45075","2022","2022",43,83094,51.748622043
,"Orangeburg County, SC","45075","2023 ","2023",35,82820,42.260323593
,"Pickens County, SC","45077","2018","2018",41,124937,32.816539536
,"Pickens County, SC","45077","2019","2019",33,126884,26.008007314
,"Pickens County, SC","45077","2020","2020",48,127983,37.504981130
,"Pickens County, SC","45077","2021","2021",60,132229,45.375825273
,"Pickens County, SC","45077","2022","2022",65,133462,48.703001603
,"Pickens County, SC","45077","2023 ","2023",48,135495,35.425661463
,"Richland County, SC","45079","2018","2018",78,414576,18.814403149
,"Richland County, SC","45079","2019","2019",71,415759,17.077200975
,"Richland County, SC","45079","2020","2020",104,419051,24.817981582
,"Richland County, SC","45079","2021","2021",112,418307,26.774593779
,"Richland County, SC","45079","2022","2022",126,421566,29.888558375
,"Richland County, SC","45079","2023 ","2023",106,425138,24.933080553
,"Saluda County, SC","45081","2018","2018",Suppressed,20544,Suppressed
,"Saluda County, SC","45081","2019","2019",Suppressed,20473,Suppressed
,"Saluda County, SC","45081","2020","2020",Suppressed,20315,Suppressed
,"Saluda County, SC","45081","2021","2021",Suppressed,18821,Suppressed
,"Saluda County, SC","45081","2022","2022",Suppressed,18938,Suppressed
,"Saluda County, SC","45081","2023 ","2023",Suppressed,19123,Suppressed
,"Spartanburg County, SC","45083","2018","2018",84,313888,26.761137731
,"Spartanburg County, SC","45083","2019","2019",72,319785,22.515127351
,"Spartanburg County, SC","45083","2020","2020",111,326205,34.027681979
,"Spartanburg County, SC","45083","2021","2021",142,335864,42.279017698
,"Spartanburg County, SC","45083","2022","2022",172,345831,49.735275322
,"Spartanburg County, SC","45083","2023 ","2023",156,356698,43.734475663
,"Sumter County, SC","45085","2018","2018",37,106512,34.737869911
,"Sumter County, SC","45085","2019","2019",24,106721,22.488544897
,"Sumter County, SC","45085","2020","2020",32,106360,30.086498684
,"Sumter County, SC","45085","2021","2021",28,104758,26.728268963
,"Sumter County, SC","45085","2022","2022",42,104012,40.379956159
,"Sumter County, SC","45085","2023 ","2023",36,104165,34.560552969
,"Union County, SC","45087","2018","2018",Suppressed,27410,Suppressed
,"Union County, SC","45087","2019","2019",Suppressed,27316,Suppressed
,"Union County, SC","45087","2020","2020",Suppressed,26991,Suppressed
,"Union County, SC","45087","2021","2021",16,27016,Unreliable
,"Union County, SC","45087","2022","2022",19,26752,Unreliable
,"Union County, SC","45087","2023 ","2023",14,26629,Unreliable
,"Williamsburg County, SC","45089","2018","2018",Suppressed,30606,Suppressed
,"Williamsburg County, SC","45089","2019","2019",Suppressed,30368,Suppressed
,"Williamsburg County, SC","45089","2020","2020",10,29825,Unreliable
,"Williamsburg County, SC","45089","2021","2021",16,30484,Unreliable
,"Williamsburg County, SC","45089","2022","2022",16,30058,Unreliable
,"Williamsburg County, SC","45089","2023 ","2023",19,29891,Unreliable
,"York County, SC","45091","2018","2018",66,274118,24.077222218
,"York County, SC","45091","2019","2019",61,280979,21.709807495
,"York County, SC","45091","2020","2020",88,289105,30.438767922
,"York County, SC","45091","2021","2021",136,288595,47.124863563
,"York County, SC","45091","2022","2022",99,294248,33.645088497
,"York County, SC","45091","2023 ","2023",116,298320,38.884419415
,"Aurora County, SD","46003","2018","2018",0,2801,Unreliable
,"Aurora County, SD","46003","2019","2019",Suppressed,2751,Suppressed
,"Aurora County, SD","46003","2020","2020",0,2730,Unreliable
,"Aurora County, SD","46003","2021","2021",0,2748,Unreliable
,"Aurora County, SD","46003","2022","2022",0,2755,Unreliable
,"Aurora County, SD","46003","2023 ","2023",0,2782,Unreliable
,"Beadle County, SD","46005","2018","2018",Suppressed,18883,Suppressed
,"Beadle County, SD","46005","2019","2019",Suppressed,18453,Suppressed
,"Beadle County, SD","46005","2020","2020",0,18513,Unreliable
,"Beadle County, SD","46005","2021","2021",Suppressed,19121,Suppressed
,"Beadle County, SD","46005","2022","2022",Suppressed,19376,Suppressed
,"Beadle County, SD","46005","2023 ","2023",Suppressed,19591,Suppressed
,"Bennett County, SD","46007","2018","2018",0,3468,Unreliable
,"Bennett County, SD","46007","2019","2019",0,3365,Unreliable
,"Bennett County, SD","46007","2020","2020",0,3399,Unreliable
,"Bennett County, SD","46007","2021","2021",0,3406,Unreliable
,"Bennett County, SD","46007","2022","2022",0,3336,Unreliable
,"Bennett County, SD","46007","2023 ","2023",Suppressed,3305,Suppressed
,"Bon Homme County, SD","46009","2018","2018",0,6980,Unreliable
,"Bon Homme County, SD","46009","2019","2019",0,6901,Unreliable
,"Bon Homme County, SD","46009","2020","2020",0,6848,Unreliable
,"Bon Homme County, SD","46009","2021","2021",0,7014,Unreliable
,"Bon Homme County, SD","46009","2022","2022",Suppressed,7062,Suppressed
,"Bon Homme County, SD","46009","2023 ","2023",Suppressed,7065,Suppressed
,"Brookings County, SD","46011","2018","2018",Suppressed,35232,Suppressed
,"Brookings County, SD","46011","2019","2019",0,35077,Unreliable
,"Brookings County, SD","46011","2020","2020",0,35603,Unreliable
,"Brookings County, SD","46011","2021","2021",Suppressed,34639,Suppressed
,"Brookings County, SD","46011","2022","2022",0,35484,Unreliable
,"Brookings County, SD","46011","2023 ","2023",Suppressed,35980,Suppressed
,"Brown County, SD","46013","2018","2018",Suppressed,39316,Suppressed
,"Brown County, SD","46013","2019","2019",0,38839,Unreliable
,"Brown County, SD","46013","2020","2020",Suppressed,38738,Suppressed
,"Brown County, SD","46013","2021","2021",0,38101,Unreliable
,"Brown County, SD","46013","2022","2022",Suppressed,37972,Suppressed
,"Brown County, SD","46013","2023 ","2023",Suppressed,37733,Suppressed
,"Brule County, SD","46015","2018","2018",0,5229,Unreliable
,"Brule County, SD","46015","2019","2019",Suppressed,5297,Suppressed
,"Brule County, SD","46015","2020","2020",0,5254,Unreliable
,"Brule County, SD","46015","2021","2021",0,5242,Unreliable
,"Brule County, SD","46015","2022","2022",0,5321,Unreliable
,"Brule County, SD","46015","2023 ","2023",0,5311,Unreliable
,"Buffalo County, SD","46017","2018","2018",Suppressed,2036,Suppressed
,"Buffalo County, SD","46017","2019","2019",Suppressed,1962,Suppressed
,"Buffalo County, SD","46017","2020","2020",0,1956,Unreliable
,"Buffalo County, SD","46017","2021","2021",Suppressed,1923,Suppressed
,"Buffalo County, SD","46017","2022","2022",Suppressed,1861,Suppressed
,"Buffalo County, SD","46017","2023 ","2023",Suppressed,1884,Suppressed
,"Butte County, SD","46019","2018","2018",Suppressed,10222,Suppressed
,"Butte County, SD","46019","2019","2019",Suppressed,10429,Suppressed
,"Butte County, SD","46019","2020","2020",0,10538,Unreliable
,"Butte County, SD","46019","2021","2021",0,10456,Unreliable
,"Butte County, SD","46019","2022","2022",Suppressed,10774,Suppressed
,"Butte County, SD","46019","2023 ","2023",Suppressed,10863,Suppressed
,"Campbell County, SD","46021","2018","2018",0,1377,Unreliable
,"Campbell County, SD","46021","2019","2019",0,1376,Unreliable
,"Campbell County, SD","46021","2020","2020",0,1380,Unreliable
,"Campbell County, SD","46021","2021","2021",0,1380,Unreliable
,"Campbell County, SD","46021","2022","2022",0,1349,Unreliable
,"Campbell County, SD","46021","2023 ","2023",0,1340,Unreliable
,"Charles Mix County, SD","46023","2018","2018",0,9338,Unreliable
,"Charles Mix County, SD","46023","2019","2019",Suppressed,9292,Suppressed
,"Charles Mix County, SD","46023","2020","2020",0,9262,Unreliable
,"Charles Mix County, SD","46023","2021","2021",Suppressed,9163,Suppressed
,"Charles Mix County, SD","46023","2022","2022",0,9213,Unreliable
,"Charles Mix County, SD","46023","2023 ","2023",Suppressed,9240,Suppressed
,"Clark County, SD","46025","2018","2018",0,3739,Unreliable
,"Clark County, SD","46025","2019","2019",0,3736,Unreliable
,"Clark County, SD","46025","2020","2020",Suppressed,3802,Suppressed
,"Clark County, SD","46025","2021","2021",Suppressed,3855,Suppressed
,"Clark County, SD","46025","2022","2022",0,3912,Unreliable
,"Clark County, SD","46025","2023 ","2023",0,3948,Unreliable
,"Clay County, SD","46027","2018","2018",0,14041,Unreliable
,"Clay County, SD","46027","2019","2019",0,14070,Unreliable
,"Clay County, SD","46027","2020","2020",Suppressed,14246,Suppressed
,"Clay County, SD","46027","2021","2021",Suppressed,15150,Suppressed
,"Clay County, SD","46027","2022","2022",Suppressed,15280,Suppressed
,"Clay County, SD","46027","2023 ","2023",Suppressed,15431,Suppressed
,"Codington County, SD","46029","2018","2018",0,28015,Unreliable
,"Codington County, SD","46029","2019","2019",Suppressed,28009,Suppressed
,"Codington County, SD","46029","2020","2020",Suppressed,28186,Suppressed
,"Codington County, SD","46029","2021","2021",Suppressed,28427,Suppressed
,"Codington County, SD","46029","2022","2022",Suppressed,28721,Suppressed
,"Codington County, SD","46029","2023 ","2023",0,28971,Unreliable
,"Corson County, SD","46031","2018","2018",0,4165,Unreliable
,"Corson County, SD","46031","2019","2019",Suppressed,4086,Suppressed
,"Corson County, SD","46031","2020","2020",0,4031,Unreliable
,"Corson County, SD","46031","2021","2021",Suppressed,3872,Suppressed
,"Corson County, SD","46031","2022","2022",Suppressed,3826,Suppressed
,"Corson County, SD","46031","2023 ","2023",0,3782,Unreliable
,"Custer County, SD","46033","2018","2018",0,8726,Unreliable
,"Custer County, SD","46033","2019","2019",0,8972,Unreliable
,"Custer County, SD","46033","2020","2020",0,9017,Unreliable
,"Custer County, SD","46033","2021","2021",Suppressed,8609,Suppressed
,"Custer County, SD","46033","2022","2022",0,9006,Unreliable
,"Custer County, SD","46033","2023 ","2023",0,9117,Unreliable
,"Davison County, SD","46035","2018","2018",Suppressed,19790,Suppressed
,"Davison County, SD","46035","2019","2019",0,19775,Unreliable
,"Davison County, SD","46035","2020","2020",0,19812,Unreliable
,"Davison County, SD","46035","2021","2021",0,19878,Unreliable
,"Davison County, SD","46035","2022","2022",Suppressed,19973,Suppressed
,"Davison County, SD","46035","2023 ","2023",Suppressed,19922,Suppressed
,"Day County, SD","46037","2018","2018",0,5505,Unreliable
,"Day County, SD","46037","2019","2019",Suppressed,5424,Suppressed
,"Day County, SD","46037","2020","2020",0,5345,Unreliable
,"Day County, SD","46037","2021","2021",Suppressed,5414,Suppressed
,"Day County, SD","46037","2022","2022",0,5479,Unreliable
,"Day County, SD","46037","2023 ","2023",0,5451,Unreliable
,"Deuel County, SD","46039","2018","2018",0,4337,Unreliable
,"Deuel County, SD","46039","2019","2019",0,4351,Unreliable
,"Deuel County, SD","46039","2020","2020",0,4346,Unreliable
,"Deuel County, SD","46039","2021","2021",Suppressed,4272,Suppressed
,"Deuel County, SD","46039","2022","2022",0,4352,Unreliable
,"Deuel County, SD","46039","2023 ","2023",0,4354,Unreliable
,"Dewey County, SD","46041","2018","2018",Suppressed,5904,Suppressed
,"Dewey County, SD","46041","2019","2019",0,5892,Unreliable
,"Dewey County, SD","46041","2020","2020",Suppressed,5789,Suppressed
,"Dewey County, SD","46041","2021","2021",0,5246,Unreliable
,"Dewey County, SD","46041","2022","2022",Suppressed,5140,Suppressed
,"Dewey County, SD","46041","2023 ","2023",0,5208,Unreliable
,"Douglas County, SD","46043","2018","2018",0,2935,Unreliable
,"Douglas County, SD","46043","2019","2019",0,2921,Unreliable
,"Douglas County, SD","46043","2020","2020",0,2906,Unreliable
,"Douglas County, SD","46043","2021","2021",0,2821,Unreliable
,"Douglas County, SD","46043","2022","2022",0,2776,Unreliable
,"Douglas County, SD","46043","2023 ","2023",0,2838,Unreliable
,"Edmunds County, SD","46045","2018","2018",0,3875,Unreliable
,"Edmunds County, SD","46045","2019","2019",0,3829,Unreliable
,"Edmunds County, SD","46045","2020","2020",0,3817,Unreliable
,"Edmunds County, SD","46045","2021","2021",0,4033,Unreliable
,"Edmunds County, SD","46045","2022","2022",0,4065,Unreliable
,"Edmunds County, SD","46045","2023 ","2023",0,4057,Unreliable
,"Fall River County, SD","46047","2018","2018",Suppressed,6758,Suppressed
,"Fall River County, SD","46047","2019","2019",Suppressed,6713,Suppressed
,"Fall River County, SD","46047","2020","2020",0,6708,Unreliable
,"Fall River County, SD","46047","2021","2021",Suppressed,7202,Suppressed
,"Fall River County, SD","46047","2022","2022",0,7370,Unreliable
,"Fall River County, SD","46047","2023 ","2023",Suppressed,7393,Suppressed
,"Faulk County, SD","46049","2018","2018",0,2330,Unreliable
,"Faulk County, SD","46049","2019","2019",0,2299,Unreliable
,"Faulk County, SD","46049","2020","2020",0,2306,Unreliable
,"Faulk County, SD","46049","2021","2021",0,2137,Unreliable
,"Faulk County, SD","46049","2022","2022",0,2126,Unreliable
,"Faulk County, SD","46049","2023 ","2023",0,2151,Unreliable
,"Grant County, SD","46051","2018","2018",0,7147,Unreliable
,"Grant County, SD","46051","2019","2019",Suppressed,7052,Suppressed
,"Grant County, SD","46051","2020","2020",Suppressed,7000,Suppressed
,"Grant County, SD","46051","2021","2021",0,7519,Unreliable
,"Grant County, SD","46051","2022","2022",0,7463,Unreliable
,"Grant County, SD","46051","2023 ","2023",0,7553,Unreliable
,"Gregory County, SD","46053","2018","2018",0,4212,Unreliable
,"Gregory County, SD","46053","2019","2019",0,4185,Unreliable
,"Gregory County, SD","46053","2020","2020",Suppressed,4219,Suppressed
,"Gregory County, SD","46053","2021","2021",0,3977,Unreliable
,"Gregory County, SD","46053","2022","2022",0,3962,Unreliable
,"Gregory County, SD","46053","2023 ","2023",0,4018,Unreliable
,"Haakon County, SD","46055","2018","2018",Suppressed,1918,Suppressed
,"Haakon County, SD","46055","2019","2019",0,1899,Unreliable
,"Haakon County, SD","46055","2020","2020",0,1861,Unreliable
,"Haakon County, SD","46055","2021","2021",0,1835,Unreliable
,"Haakon County, SD","46055","2022","2022",0,1826,Unreliable
,"Haakon County, SD","46055","2023 ","2023",0,1851,Unreliable
,"Hamlin County, SD","46057","2018","2018",0,6111,Unreliable
,"Hamlin County, SD","46057","2019","2019",0,6164,Unreliable
,"Hamlin County, SD","46057","2020","2020",0,6234,Unreliable
,"Hamlin County, SD","46057","2021","2021",0,6255,Unreliable
,"Hamlin County, SD","46057","2022","2022",0,6352,Unreliable
,"Hamlin County, SD","46057","2023 ","2023",0,6451,Unreliable
,"Hand County, SD","46059","2018","2018",0,3262,Unreliable
,"Hand County, SD","46059","2019","2019",0,3191,Unreliable
,"Hand County, SD","46059","2020","2020",Suppressed,3127,Suppressed
,"Hand County, SD","46059","2021","2021",0,3095,Unreliable
,"Hand County, SD","46059","2022","2022",0,3140,Unreliable
,"Hand County, SD","46059","2023 ","2023",0,3107,Unreliable
,"Hanson County, SD","46061","2018","2018",0,3376,Unreliable
,"Hanson County, SD","46061","2019","2019",0,3453,Unreliable
,"Hanson County, SD","46061","2020","2020",0,3489,Unreliable
,"Hanson County, SD","46061","2021","2021",0,3505,Unreliable
,"Hanson County, SD","46061","2022","2022",0,3461,Unreliable
,"Hanson County, SD","46061","2023 ","2023",0,3471,Unreliable
,"Harding County, SD","46063","2018","2018",0,1249,Unreliable
,"Harding County, SD","46063","2019","2019",0,1298,Unreliable
,"Harding County, SD","46063","2020","2020",0,1311,Unreliable
,"Harding County, SD","46063","2021","2021",0,1327,Unreliable
,"Harding County, SD","46063","2022","2022",0,1330,Unreliable
,"Harding County, SD","46063","2023 ","2023",0,1324,Unreliable
,"Hughes County, SD","46065","2018","2018",Suppressed,17650,Suppressed
,"Hughes County, SD","46065","2019","2019",Suppressed,17526,Suppressed
,"Hughes County, SD","46065","2020","2020",Suppressed,17336,Suppressed
,"Hughes County, SD","46065","2021","2021",Suppressed,17694,Suppressed
,"Hughes County, SD","46065","2022","2022",Suppressed,17692,Suppressed
,"Hughes County, SD","46065","2023 ","2023",Suppressed,17624,Suppressed
,"Hutchinson County, SD","46067","2018","2018",0,7380,Unreliable
,"Hutchinson County, SD","46067","2019","2019",0,7291,Unreliable
,"Hutchinson County, SD","46067","2020","2020",0,7282,Unreliable
,"Hutchinson County, SD","46067","2021","2021",0,7411,Unreliable
,"Hutchinson County, SD","46067","2022","2022",0,7368,Unreliable
,"Hutchinson County, SD","46067","2023 ","2023",Suppressed,7394,Suppressed
,"Hyde County, SD","46069","2018","2018",0,1282,Unreliable
,"Hyde County, SD","46069","2019","2019",0,1301,Unreliable
,"Hyde County, SD","46069","2020","2020",0,1281,Unreliable
,"Hyde County, SD","46069","2021","2021",0,1236,Unreliable
,"Hyde County, SD","46069","2022","2022",0,1184,Unreliable
,"Hyde County, SD","46069","2023 ","2023",0,1186,Unreliable
,"Jackson County, SD","46071","2018","2018",0,3307,Unreliable
,"Jackson County, SD","46071","2019","2019",0,3344,Unreliable
,"Jackson County, SD","46071","2020","2020",0,3321,Unreliable
,"Jackson County, SD","46071","2021","2021",Suppressed,2878,Suppressed
,"Jackson County, SD","46071","2022","2022",0,2821,Unreliable
,"Jackson County, SD","46071","2023 ","2023",0,2776,Unreliable
